CVSS,Note#,Priority,Title,cpe,cve_id,cvss,cvss_severity,cvss_version,cweId,datePublished,dateUpdated,descriptions,epss,epss_l,kev,kev_source,note_id,percentile,priority,priority_l,product,product_l,ransomware,sap_note_year,vector,vendor
5.4,CVE-2018-2397,Medium,"In SAP Business Objects Business Intelligence Platform, 4.00, 4.10, 4.20, 4.30, the Central Management Console (CMC) does not sufficiently encode user controlled inputs which results in Cross-Site Scripting.",cpe:2.3:a:sap:businessobjects_business_intelligence_platform:4.00:*:*:*:*:*:*:*,CVE-2018-2397,5.4,MEDIUM,CVSS 3.0,CWE-79,2018-03-14T19:00:00,2025-12-20,"In SAP Business Objects Business Intelligence Platform, 4.00, 4.10, 4.20, 4.30, the Central Management Console (CMC) does not sufficiently encode user controlled inputs which results in Cross-Site Scripting.",0.00077,0.00077,,VULNCHECK,[],0.35787,Priority 4,D,businessobjects_business_intelligence_platform,SAP Business Objects Business Intelligence Platform,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,sap
6.7,CVE-2018-2398,Medium,Under certain conditions SAP Business Client 6.5 allows an attacker to access information which would otherwise be restricted.,cpe:2.3:a:sap:business_client:6.5:*:*:*:*:*:*:*,CVE-2018-2398,6.7,MEDIUM,CVSS 3.0,,2018-03-14T19:00:00,2025-12-20,Under certain conditions SAP Business Client 6.5 allows an attacker to access information which would otherwise be restricted.,0.00157,0.00157,,VULNCHECK,[],0.53069,Priority 2,D,business_client,SAP Business Client,,2018,CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,sap
7.5,CVE-2018-2400,High,"Under certain conditions SAP Business Process Automation (BPA) By Redwood, 9.00, 9.10, allows an attacker to access information which would otherwise be restricted.",cpe:2.3:a:redwood:sap_business_process_automation:9.00:*:*:*:*:*:*:*,CVE-2018-2400,7.5,HIGH,CVSS 3.0,,2018-03-14T19:00:00,2025-12-20,"Under certain conditions SAP Business Process Automation (BPA) By Redwood, 9.00, 9.10, allows an attacker to access information which would otherwise be restricted.",0.00157,0.00157,,VULNCHECK,['2596535'],0.53069,Priority 2,D,sap_business_process_automation,,,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,redwood
5.4,CVE-2018-2401,Medium,SAP Business Process Automation (BPA) By Redwood does not sufficiently validate an XML document accepted from an untrusted source resulting in an XML External Entity (XXE) vulnerability.,cpe:2.3:a:redwood:sap_business_process_automation:9.00:*:*:*:*:*:*:*,CVE-2018-2401,5.4,MEDIUM,CVSS 3.0,CWE-611,2018-03-14T19:00:00,2025-12-20,SAP Business Process Automation (BPA) By Redwood does not sufficiently validate an XML document accepted from an untrusted source resulting in an XML External Entity (XXE) vulnerability.,0.00248,0.00248,,VULNCHECK,['2596766'],0.6426,Priority 4,D,sap_business_process_automation,SAP Business Process Automation (BPA) By Redwood,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:L,redwood
7.6,CVE-2018-2402,High,"In systems using the optional capture & replay functionality of SAP HANA, 1.00 and 2.00, (see SAP Note 2362820 for more information about capture & replay), user credentials may be stored in clear text in the indexserver trace files of the control system. An attacker with the required authorizations on the control system may be able to access the user credentials and gain unauthorized access to data in the captured or target system.",cpe:2.3:a:sap:hana:1.00:*:*:*:*:*:*:*,CVE-2018-2402,7.6,HIGH,CVSS 3.0,CWE-200,2018-03-14T19:00:00,2025-12-20,"In systems using the optional capture & replay functionality of SAP HANA, 1.00 and 2.00, (see SAP Note 2362820 for more information about capture & replay), user credentials may be stored in clear text in the indexserver trace files of the control system. An attacker with the required authorizations on the control system may be able to access the user credentials and gain unauthorized access to data in the captured or target system.",0.00217,0.00217,,VULNCHECK,[],0.59801,Priority 2,D,hana,SAP HANA,,2018,CVSS:3.0/AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H,sap
5.4,CVE-2018-2403,Medium,"Under certain conditions, SAP Disclosure Management 10.1 allows an attacker to access information which would otherwise be restricted. It is possible for an authorized user to get SAP Disclosure Management to point a specific chapter type to a chapter the user has not been given access to.",cpe:2.3:a:sap:disclosure_management:10.1:*:*:*:*:*:*:*,CVE-2018-2403,5.4,MEDIUM,CVSS 3.0,,2018-04-10T15:00:00,2025-12-20,"Under certain conditions, SAP Disclosure Management 10.1 allows an attacker to access information which would otherwise be restricted. It is possible for an authorized user to get SAP Disclosure Management to point a specific chapter type to a chapter the user has not been given access to.",0.00111,0.00111,,VULNCHECK,['2595800'],0.45537,Priority 4,D,disclosure_management,SAP Disclosure Management,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,sap
4.3,CVE-2018-2404,Medium,SAP Disclosure Management 10.1 allows an attacker to upload any file without proper file format validation.,cpe:2.3:a:sap:disclosure_management:10.1:*:*:*:*:*:*:*,CVE-2018-2404,4.3,MEDIUM,CVSS 3.0,CWE-434,2018-04-10T15:00:00,2025-12-20,SAP Disclosure Management 10.1 allows an attacker to upload any file without proper file format validation.,0.0056,0.0056,,VULNCHECK,['2607052'],0.7774,Priority 4,D,disclosure_management,SAP Disclosure Management,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,sap
5.4,CVE-2018-2405,Medium,"SAP Solution Manager, 7.10, 7.20, Incident Management Work Center allows an attacker to upload a malicious script as an attachment and this could lead to possible Cross-Site Scripting.",cpe:2.3:a:sap:solution_manager:7.10:*:*:*:*:*:*:*,CVE-2018-2405,5.4,MEDIUM,CVSS 3.0,CWE-79,2018-04-10T15:00:00,2025-12-20,"SAP Solution Manager, 7.10, 7.20, Incident Management Work Center allows an attacker to upload a malicious script as an attachment and this could lead to possible Cross-Site Scripting.",0.00077,0.00077,,VULNCHECK,[],0.35787,Priority 4,D,solution_manager,SAP Solution Manager,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,sap
7.3,CVE-2018-2408,High,"Improper Session Management in SAP Business Objects, 4.0, from 4.10, from 4.20, 4.30, CMC/BI Launchpad/Fiorified BI Launchpad. In case of password change for a user, all other active sessions created using older password continues to be active.",cpe:2.3:a:sap:businessobjects:4.0:*:*:*:*:*:*:*,CVE-2018-2408,7.3,HIGH,CVSS 3.0,CWE-384,2018-04-10T15:00:00,2025-12-20,"Improper Session Management in SAP Business Objects, 4.0, from 4.10, from 4.20, 4.30, CMC/BI Launchpad/Fiorified BI Launchpad. In case of password change for a user, all other active sessions created using older password continues to be active.",0.00253,0.00253,,VULNCHECK,[],0.64643,Priority 2,D,businessobjects,SAP Business Objects,,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,sap
6.3,CVE-2018-2409,Medium,"Improper session management when using SAP Cloud Platform 2.0 (Connectivity Service and Cloud Connector). Under certain conditions, data of some other user may be shown or modified when using an application built on top of SAP Cloud Platform.",cpe:2.3:a:sap:cloud_platform:2.0:*:*:*:*:*:*:*,CVE-2018-2409,6.3,MEDIUM,CVSS 3.0,CWE-384,2018-04-10T15:00:00,2025-12-20,"Improper session management when using SAP Cloud Platform 2.0 (Connectivity Service and Cloud Connector). Under certain conditions, data of some other user may be shown or modified when using an application built on top of SAP Cloud Platform.",0.00248,0.00248,,VULNCHECK,[],0.6426,Priority 2,D,cloud_platform,SAP Cloud Platform Connector,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,sap
5.4,CVE-2018-2410,Medium,"SAP Business One, 9.2, 9.3, browser access does not sufficiently encode user controlled inputs, which results in a Cross-Site Scripting (XSS) vulnerability.",cpe:2.3:a:sap:business_one:9.2:*:*:*:*:*:*:*,CVE-2018-2410,5.4,MEDIUM,CVSS 3.0,CWE-79,2018-04-10T15:00:00,2025-12-20,"SAP Business One, 9.2, 9.3, browser access does not sufficiently encode user controlled inputs, which results in a Cross-Site Scripting (XSS) vulnerability.",0.00077,0.00077,,VULNCHECK,[],0.35758,Priority 4,D,business_one,SAP Business One,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,sap
3.8,CVE-2018-2412,Low,"SAP Disclosure Management 10.1 does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.",cpe:2.3:a:sap:disclosure_management:10.1:*:*:*:*:*:*:*,CVE-2018-2412,3.8,LOW,CVSS 3.0,CWE-862,2018-04-10T15:00:00,2025-12-20,"SAP Disclosure Management 10.1 does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.",0.00242,0.00242,,VULNCHECK,[],0.6378,Priority 4,D,disclosure_management,SAP Disclosure Management,,2018,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:L,sap
5.4,CVE-2018-2413,Medium,"SAP Disclosure Management 10.1 does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.",cpe:2.3:a:sap:disclosure_management:10.1:*:*:*:*:*:*:*,CVE-2018-2413,5.4,MEDIUM,CVSS 3.0,CWE-862,2018-04-10T15:00:00,2025-12-20,"SAP Disclosure Management 10.1 does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.",0.00242,0.00242,,VULNCHECK,['2614501'],0.6378,Priority 4,D,disclosure_management,SAP Disclosure Management,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,sap
4.7,CVE-2018-2415,Medium,"SAP NetWeaver Application Server Java Web Container and HTTP Service (Engine API, from 7.10 to 7.11, 7.30, 7.31, 7.40, 7.50; J2EE Engine Server Core 7.11, 7.30, 7.31, 7.40, 7.50) do not sufficiently encode user controlled inputs, resulting in a content spoofing vulnerability when error pages are displayed.",cpe:2.3:a:sap:netweaver_java_web_container_and_http_service_engine:7.10:*:*:*:*:*:*:*,CVE-2018-2415,4.7,MEDIUM,CVSS 3.0,CWE-172,2018-05-09T20:00:00,2025-12-20,"SAP NetWeaver Application Server Java Web Container and HTTP Service (Engine API, from 7.10 to 7.11, 7.30, 7.31, 7.40, 7.50; J2EE Engine Server Core 7.11, 7.30, 7.31, 7.40, 7.50) do not sufficiently encode user controlled inputs, resulting in a content spoofing vulnerability when error pages are displayed.",0.00139,0.00139,,VULNCHECK,[],0.50457,Priority 4,D,netweaver_java_web_container_and_http_service_engine,SAP NetWeaver Application Server (Engine API),,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N,sap
5.4,CVE-2018-2416,Medium,SAP Identity Management 7.2 and 8.0 do not sufficiently validate an XML document accepted from an untrusted source.,cpe:2.3:a:sap:identity_management:7.2:*:*:*:*:*:*:*,CVE-2018-2416,5.4,MEDIUM,CVSS 3.0,CWE-20,2018-05-09T20:00:00,2025-12-20,SAP Identity Management 7.2 and 8.0 do not sufficiently validate an XML document accepted from an untrusted source.,0.00389,0.00389,,VULNCHECK,[],0.73246,Priority 4,D,identity_management,SAP Identity Management,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:L,sap
5.3,CVE-2018-2417,Medium,"Under certain conditions, the SAP Identity Management 8.0 (pass of type ToASCII) allows an attacker to access information which would otherwise be restricted.",cpe:2.3:a:sap:identity_management:8.0:*:*:*:*:*:*:*,CVE-2018-2417,5.3,MEDIUM,CVSS 3.0,,2018-05-09T20:00:00,2025-12-20,"Under certain conditions, the SAP Identity Management 8.0 (pass of type ToASCII) allows an attacker to access information which would otherwise be restricted.",0.00134,0.00134,,VULNCHECK,[],0.49603,Priority 4,D,identity_management,SAP Identity Management,,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,sap
5.5,CVE-2018-2418,Medium,SAP MaxDB ODBC driver (all versions before 7.9.09.07) allows an attacker to inject code that can be executed by the application. An attacker could thereby control the behavior of the application.,cpe:2.3:a:sap:maxdb_odbc_driver:*:*:*:*:*:*:*:*,CVE-2018-2418,5.5,MEDIUM,CVSS 3.0,CWE-94,2018-05-09T20:00:00,2025-12-20,SAP MaxDB ODBC driver (all versions before 7.9.09.07) allows an attacker to inject code that can be executed by the application. An attacker could thereby control the behavior of the application.,0.00643,0.00643,,VULNCHECK,[],0.79338,Priority 4,D,maxdb_odbc_driver,SAP MaxDB ODBC driver,,2018,CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:L,sap
3.7,CVE-2018-2419,Low,"SAP Enterprise Financial Services (SAPSCORE 1.11, 1.12; S4CORE 1.01, 1.02; EA-FINSERV 6.04, 6.05, 6.06, 6.16, 6.17, 6.18, 8.0) does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.",cpe:2.3:a:sap:sapscore:1.11:*:*:*:*:*:*:*,CVE-2018-2419,3.7,LOW,CVSS 3.0,CWE-862,2018-05-09T20:00:00,2025-12-20,"SAP Enterprise Financial Services (SAPSCORE 1.11, 1.12; S4CORE 1.01, 1.02; EA-FINSERV 6.04, 6.05, 6.06, 6.16, 6.17, 6.18, 8.0) does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.",0.00092,0.00092,,VULNCHECK,[],0.41047,Priority 4,D,sapscore,SAP Enterprise Financial Services (SAPSCORE),,2018,CVSS:3.0/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:N,sap
6.5,CVE-2018-2420,Medium,"SAP Internet Graphics Server (IGS), 7.20, 7.20EXT, 7.45, 7.49, 7.53, allows an attacker to upload any file (including script files) without proper file format validation.",cpe:2.3:a:sap:internet_graphics_server:7.20:*:*:*:*:*:*:*,CVE-2018-2420,6.5,MEDIUM,CVSS 3.0,CWE-434,2018-05-09T20:00:00,2025-12-20,"SAP Internet Graphics Server (IGS), 7.20, 7.20EXT, 7.45, 7.49, 7.53, allows an attacker to upload any file (including script files) without proper file format validation.",0.0042,0.0042,,VULNCHECK,['2615635'],0.74202,Priority 2,D,internet_graphics_server,SAP Internet Graphics Server (IGS),,2018,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:H,sap
5.3,CVE-2018-2421,Medium,"SAP Internet Graphics Server (IGS) Portwatcher, 7.20, 7.20EXT, 7.45, 7.49, 7.53, allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",cpe:2.3:a:sap:internet_graphics_server:7.20:*:*:*:*:*:*:*,CVE-2018-2421,5.3,MEDIUM,CVSS 3.0,,2018-05-09T20:00:00,2025-12-20,"SAP Internet Graphics Server (IGS) Portwatcher, 7.20, 7.20EXT, 7.45, 7.49, 7.53, allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",0.00228,0.00228,,VULNCHECK,[],0.60995,Priority 4,D,internet_graphics_server,SAP Internet Graphics Server (IGS),,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,sap
5.3,CVE-2018-2422,Medium,"SAP Internet Graphics Server (IGS) Portwatcher, 7.20, 7.20EXT, 7.45, 7.49, 7.53, allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",cpe:2.3:a:sap:internet_graphics_server:7.20:*:*:*:*:*:*:*,CVE-2018-2422,5.3,MEDIUM,CVSS 3.0,,2018-05-09T20:00:00,2025-12-20,"SAP Internet Graphics Server (IGS) Portwatcher, 7.20, 7.20EXT, 7.45, 7.49, 7.53, allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",0.00228,0.00228,,VULNCHECK,[],0.60995,Priority 4,D,internet_graphics_server,SAP Internet Graphics Server (IGS),,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,sap
5.3,CVE-2018-2423,Medium,"SAP Internet Graphics Server (IGS), 7.20, 7.20EXT, 7.45, 7.49, 7.53, HTTP and RFC listener allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",cpe:2.3:a:sap:internet_graphics_server:7.20:*:*:*:*:*:*:*,CVE-2018-2423,5.3,MEDIUM,CVSS 3.0,,2018-05-09T20:00:00,2025-12-20,"SAP Internet Graphics Server (IGS), 7.20, 7.20EXT, 7.45, 7.49, 7.53, HTTP and RFC listener allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",0.00228,0.00228,,VULNCHECK,[],0.60995,Priority 4,D,internet_graphics_server,SAP Internet Graphics Server (IGS),,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,sap
9.8,CVE-2018-2424,Critical,"SAP UI5 did not validate user input before adding it to the DOM structure. This may lead to malicious user-provided JavaScript code being added to the DOM that could steal user information. Software components affected are: SAP Hana Database 1.00, 2.00; SAP UI5 1.00; SAP UI5 (Java) 7.30, 7.31, 7.40, 7,50; SAP UI 7.40, 7.50, 7.51, 7.52, and version 2.0 of SAP UI for SAP NetWeaver 7.00",cpe:2.3:a:sap:hana_database:1.00:*:*:*:*:*:*:*,CVE-2018-2424,9.8,CRITICAL,CVSS 3.0,CWE-20,2018-06-12T15:00:00,2025-12-20,"SAP UI5 did not validate user input before adding it to the DOM structure. This may lead to malicious user-provided JavaScript code being added to the DOM that could steal user information. Software components affected are: SAP Hana Database 1.00, 2.00; SAP UI5 1.00; SAP UI5 (Java) 7.30, 7.31, 7.40, 7,50; SAP UI 7.40, 7.50, 7.51, 7.52, and version 2.0 of SAP UI for SAP NetWeaver 7.00",0.00217,0.00217,,VULNCHECK,['2538856'],0.59761,Priority 2,D,hana_database,SAP HANA Database,,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,sap
8.4,CVE-2018-2425,High,"Under certain conditions, SAP Business One, 9.2, 9.3, for SAP HANA backup service allows an attacker to access information which would otherwise be restricted.",cpe:2.3:a:sap:business_one:9.2:*:*:*:*:sap_hana:*:*,CVE-2018-2425,8.4,HIGH,CVSS 3.0,,2018-06-12T15:00:00,2025-12-20,"Under certain conditions, SAP Business One, 9.2, 9.3, for SAP HANA backup service allows an attacker to access information which would otherwise be restricted.",0.00051,0.00051,,VULNCHECK,[],0.22644,Priority 2,D,business_one,SAP Business One,,2018,CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,sap
8.8,CVE-2018-2427,High,"SAP BusinessObjects Business Intelligence Suite, versions 4.10 and 4.20, and SAP Crystal Reports (version for Visual Studio .NET, Version 2010) allows an attacker to inject code that can be executed by the application. An attacker could thereby control the behaviour of the application.",cpe:2.3:a:sap:businessobjects_business_intelligence:4.10:*:*:*:*:*:*:*,CVE-2018-2427,8.8,HIGH,CVSS 3.0,CWE-94,2018-07-10T18:00:00,2025-12-20,"SAP BusinessObjects Business Intelligence Suite, versions 4.10 and 4.20, and SAP Crystal Reports (version for Visual Studio .NET, Version 2010) allows an attacker to inject code that can be executed by the application. An attacker could thereby control the behaviour of the application.",0.00238,0.00238,,VULNCHECK,['2620738'],0.61805,Priority 2,D,businessobjects_business_intelligence,SAP BusinessObjects Business Intelligence Suite,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,sap
5.3,CVE-2018-2428,Medium,"Under certain conditions SAP UI5 Handler allows an attacker to access information which would otherwise be restricted. Software components affected are: SAP Infrastructure 1.0, SAP UI 7.4, 7.5, 7.51, 7.52 and version 2.0 of SAP UI for SAP NetWeaver 7.00.",cpe:2.3:a:sap:infrastructure:1.0:*:*:*:*:*:*:*,CVE-2018-2428,5.3,MEDIUM,CVSS 3.0,,2018-06-12T15:00:00,2025-12-20,"Under certain conditions SAP UI5 Handler allows an attacker to access information which would otherwise be restricted. Software components affected are: SAP Infrastructure 1.0, SAP UI 7.4, 7.5, 7.51, 7.52 and version 2.0 of SAP UI for SAP NetWeaver 7.00.",0.00135,0.00135,,VULNCHECK,['2621121'],0.49758,Priority 4,D,infrastructure,SAP Infrastructure,,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,sap
6.1,CVE-2018-2431,Medium,"SAP BusinessObjects Business Intelligence Suite, versions 4.10 and 4.20, does not sufficiently encode user controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability.",cpe:2.3:a:sap:businessobjects_business_intelligence:4.10:*:*:*:*:*:*:*,CVE-2018-2431,6.1,MEDIUM,CVSS 3.0,CWE-79,2018-07-10T18:00:00,2025-12-20,"SAP BusinessObjects Business Intelligence Suite, versions 4.10 and 4.20, does not sufficiently encode user controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability.",0.00105,0.00105,,VULNCHECK,[],0.44326,Priority 2,D,businessobjects_business_intelligence,SAP BusinessObjects Business Intelligence Suite,,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,sap
5.4,CVE-2018-2432,Medium,"SAP BusinessObjects Business Intelligence (BI Launchpad and Central Management Console) versions 4.10, 4.20 and 4.30 allow an attacker to include invalidated data in the HTTP response header sent to a Web user. Successful exploitation of this vulnerability may lead to advanced attacks, including: cross-site scripting and page hijacking.",cpe:2.3:a:sap:businessobjects_business_intelligence:4.1:*:*:*:*:*:*:*,CVE-2018-2432,5.4,MEDIUM,CVSS 3.1,CWE-79,2018-07-10T18:00:00,2025-12-20,"SAP BusinessObjects Business Intelligence (BI Launchpad and Central Management Console) versions 4.10, 4.20 and 4.30 allow an attacker to include invalidated data in the HTTP response header sent to a Web user. Successful exploitation of this vulnerability may lead to advanced attacks, including: cross-site scripting and page hijacking.",0.00074,0.00074,,VULNCHECK,[],0.348,Priority 4,D,businessobjects_business_intelligence,SAP BusinessObjects Business Intelligence (BI Launchpad and Central Management Console),,2018,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,sap
7.5,CVE-2018-2433,High,"SAP Gateway (SAP KERNEL 32 NUC, SAP KERNEL 32 Unicode, SAP KERNEL 64 NUC, SAP KERNEL 64 Unicode 7.21, 7.21EXT, 7.22 and 7.22EXT; SAP KERNEL 7.21, 7.22, 7.45, 7.49 and 7.53) allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",cpe:2.3:a:sap:sap_kernel:7.21:*:*:*:*:*:*:*,CVE-2018-2433,7.5,HIGH,CVSS 3.0,,2018-07-10T18:00:00,2025-12-20,"SAP Gateway (SAP KERNEL 32 NUC, SAP KERNEL 32 Unicode, SAP KERNEL 64 NUC, SAP KERNEL 64 Unicode 7.21, 7.21EXT, 7.22 and 7.22EXT; SAP KERNEL 7.21, 7.22, 7.45, 7.49 and 7.53) allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",0.00118,0.00118,,VULNCHECK,['2597913'],0.46907,Priority 2,D,sap_kernel,SAP Gateway,,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,sap
4.3,CVE-2018-2434,Medium,"A content spoofing vulnerability in the following components allows to render html pages containing arbitrary plain text content, which might fool an end user: UI add-on for SAP NetWeaver (UI_Infra, 1.0), SAP UI Implementation for Decoupled Innovations (UI_700, 2.0): SAP NetWeaver 7.00 Implementation, SAP User Interface Technology (SAP_UI 7.4, 7.5, 7.51, 7.52). There is little impact as it is not possible to embed active contents such as JavaScript or hyperlinks.",cpe:2.3:a:sap:netweaver:7.0:*:*:*:*:*:*:*,CVE-2018-2434,4.3,MEDIUM,CVSS 3.0,CWE-345,2018-07-10T18:00:00,2025-12-20,"A content spoofing vulnerability in the following components allows to render html pages containing arbitrary plain text content, which might fool an end user: UI add-on for SAP NetWeaver (UI_Infra, 1.0), SAP UI Implementation for Decoupled Innovations (UI_700, 2.0): SAP NetWeaver 7.00 Implementation, SAP User Interface Technology (SAP_UI 7.4, 7.5, 7.51, 7.52). There is little impact as it is not possible to embed active contents such as JavaScript or hyperlinks.",0.00174,0.00174,,VULNCHECK,[],0.55155,Priority 4,D,netweaver,SAP NetWeaver (UI_Infra),,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,sap
6.1,CVE-2018-2435,Medium,"SAP NetWeaver Enterprise Portal from 7.0 to 7.02, 7.11, 7.20, 7.30, 7.31, 7.40, 7.50, does not sufficiently encode user controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability.",cpe:2.3:a:sap:netweaver_enterprise_portal:*:*:*:*:*:*:*:*,CVE-2018-2435,6.1,MEDIUM,CVSS 3.0,CWE-79,2018-07-10T18:00:00,2025-12-20,"SAP NetWeaver Enterprise Portal from 7.0 to 7.02, 7.11, 7.20, 7.30, 7.31, 7.40, 7.50, does not sufficiently encode user controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability.",0.00105,0.00105,,VULNCHECK,['2643126'],0.44326,Priority 2,D,netweaver_enterprise_portal,SAP NetWeaver Enterprise Portal,,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,sap
8.8,CVE-2018-2436,High,"Executing transaction WRCK in SAP R/3 Enterprise Retail (EHP6) does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.",cpe:2.3:a:sap:r\/3_enterprise_retail:-:*:*:*:*:*:*:*,CVE-2018-2436,8.8,HIGH,CVSS 3.0,CWE-862,2018-07-10T18:00:00,2025-12-20,"Executing transaction WRCK in SAP R/3 Enterprise Retail (EHP6) does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.",0.00226,0.00226,,VULNCHECK,['2652578'],0.60811,Priority 2,D,r\/3_enterprise_retail, SAP R/3 Enterprise Retail,,2018,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,sap
9.1,CVE-2018-2437,Critical,"The SAP Internet Graphics Service (IGS), 7.20, 7.20EXT, 7.45, 7.49, 7.53, allows an attacker to externally trigger IGS command executions which can lead to: disclosure of information and malicious file insertion or modification.",cpe:2.3:a:sap:internet_graphics_server:7.20:*:*:*:*:*:*:*,CVE-2018-2437,9.1,CRITICAL,CVSS 3.0,,2018-07-10T18:00:00,2025-12-20,"The SAP Internet Graphics Service (IGS), 7.20, 7.20EXT, 7.45, 7.49, 7.53, allows an attacker to externally trigger IGS command executions which can lead to: disclosure of information and malicious file insertion or modification.",0.00554,0.00554,,VULNCHECK,[],0.77648,Priority 2,D,internet_graphics_server, SAP Internet Graphics Server (IGS),,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,sap
7.5,CVE-2018-2438,High,"The SAP Internet Graphics Server (IGS), 7.20, 7.20EXT, 7.45, 7.49, 7.53, has several denial-of-service vulnerabilities that allow an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",cpe:2.3:a:sap:internet_graphics_server:7.20:*:*:*:*:*:*:*,CVE-2018-2438,7.5,HIGH,CVSS 3.0,,2018-07-10T18:00:00,2025-12-20,"The SAP Internet Graphics Server (IGS), 7.20, 7.20EXT, 7.45, 7.49, 7.53, has several denial-of-service vulnerabilities that allow an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",0.00228,0.00228,,VULNCHECK,[],0.60995,Priority 2,D,internet_graphics_server, SAP Internet Graphics Server (IGS),,2018,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,sap
