cve_id,priority,epss,cvss,cvss_version,cvss_severity,kev,kev_source,cpe,vendor,product,vector,descriptions,product_l,epss_l,percentile,priority_l,cweId,_merge,year
CVE-2021-33705,Priority 2,0.0032,8.1,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:netweaver_portal:7.10:*:*:*:*:*:*:*,sap,netweaver_portal,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,"The SAP NetWeaver Portal, versions - 7.10, 7.11, 7.20, 7.30, 7.31, 7.40, 7.50, component Iviews Editor contains a Server-Side Request Forgery (SSRF) vulnerability which allows an unauthenticated attacker to craft a malicious URL which when clicked by a user can make any type of request (e.g. POST, GET) to any internal or external server. This can result in the accessing or modification of data accessible from the Portal but will not affect its availability.",SAP NetWeaver Enterprise Portal,0.003200000,0.710410000,D,CWE-918,both,2021
CVE-2021-33699,Priority 2,0.00074,6.5,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:fiori_client:3.2:*:*:*:*:android:*:*,sap,fiori_client,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Task Hijacking is a vulnerability that affects the applications running on Android devices due to a misconfiguration in their AndroidManifest.xml with their Task Control features. This allows an unauthorized attacker or malware to takeover legitimate apps and to steal user's sensitive information.,SAP Fiori Client Native Mobile for Android,0.000740000,0.328310000,D,Task Hijacking,both,2021
CVE-2021-33700,Priority 2,0.00042,7.8,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"SAP Business One, version - 10.0, allows a local attacker with access to the victim's browser under certain circumstances, to login as the victim without knowing his/her password. The attacker could so obtain highly sensitive information which the attacker could use to take substantial control of the vulnerable application.",SAP Business One,0.000420000,0.050650000,D,CWE-288,both,2021
CVE-2021-33691,Priority 2,0.00084,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_development_infrastructure:7.31:*:*:*:*:*:*:*,sap,netweaver_development_infrastructure,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"NWDI Notification Service versions - 7.31, 7.40, 7.50, does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability.SAP NetWeaver Development Infrastructure Notification Service allows a threat actor to send crafted scripts to a victim. If the victim has an active session when the crafted script gets executed, the threat actor could compromise information in victims session, and gain access to some sensitive information also.",SAP NetWeaver Development Infrastructure (Notification Service),0.000840000,0.367300000,D,Cross-Site Scripting,both,2021
CVE-2021-33695,Priority 2,0.0012,9.1,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:cloud_connector:2.0:*:*:*:*:*:*:*,sap,cloud_connector,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"Potentially, SAP Cloud Connector, version - 2.0 communication with the backend is accepted without sufficient validation of the certificate.",SAP Cloud Connector,0.001200000,0.470780000,D,CWE-297,both,2021
CVE-2021-33694,Priority 4,0.00054,4.8,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:cloud_connector:2.0:*:*:*:*:*:*:*,sap,cloud_connector,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,"SAP Cloud Connector, version - 2.0, does not sufficiently encode user-controlled inputs, allowing an attacker with Administrator rights, to include malicious codes that get stored in the database, and when accessed, could be executed in the application, resulting in Stored Cross-Site Scripting.",SAP Cloud Connector,0.000540000,0.234870000,D,CWE-79,both,2021
CVE-2021-33704,Priority 2,0.00104,8.8,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"The Service Layer of SAP Business One, version - 10.0, allows an authenticated attacker to invoke certain functions that would otherwise be restricted to specific users. For an attacker to discover the vulnerable function, no in-depth system knowledge is required. Once exploited via Network stack, the attacker may be able to read, modify or delete restricted data. The impact is that missing authorization can result of abuse of functionality usually restricted to specific users.",SAP Business One,0.001040000,0.432910000,D,CWE-862,both,2021
CVE-2021-33707,Priority 2,0.00247,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_knowledge_management:7.30:*:*:*:*:*:*:*,sap,netweaver_knowledge_management,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,SAP NetWeaver Knowledge Management allows remote attackers to redirect users to arbitrary websites and conduct phishing attacks via a URL stored in a component. This could enable the attacker to compromise the user's confidentiality and integrity.,SAP NetWeaver (Knowledge Management),0.002470000,0.653060000,D,CWE-601,both,2021
CVE-2021-33692,Priority 2,0.0034,7.5,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:cloud_connector:2.0:*:*:*:*:*:*:*,sap,cloud_connector,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"SAP Cloud Connector, version - 2.0, allows the upload of zip files as backup. This backup file can be tricked to inject special elements such as '..' and '/' separators, for attackers to escape outside of the restricted location to access files or directories.",SAP Cloud Connector,0.003400000,0.719010000,D,Code Injection via Path Traversal,both,2021
CVE-2021-33696,Priority 4,0.00054,5.4,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence:420:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,"SAP BusinessObjects Business Intelligence Platform (Crystal Report), versions - 420, 430, does not sufficiently encode user controlled inputs and therefore an authorized attacker can exploit a XSS vulnerability, leading to non-permanently deface or modify displayed content from a Web site.",SAP BusinessObjects Business Intelligence Platform (Crystal Report),0.000540000,0.234870000,D,Cross-Site Scripting,both,2021
CVE-2021-33697,Priority 2,0.0009,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence:420:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"Under certain conditions, SAP BusinessObjects Business Intelligence Platform (SAPUI5), versions - 420, 430, can allow an unauthenticated attacker to redirect users to a malicious site due to Reverse Tabnabbing vulnerabilities.",SAP BusinessObjects Business Intelligence Platform (SAPUI5),0.000900000,0.391750000,D,CWE-1022,both,2021
CVE-2021-38176,Priority 2,0.00104,8.8,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:landscape_transformation:2.0:*:*:*:*:*:*:*,sap,landscape_transformation,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"Due to improper input sanitization, an authenticated user with certain specific privileges can remotely call NZDT function modules listed in Solution Section to execute manipulated query or inject ABAP code to gain access to Backend Database. On successful exploitation the threat actor could completely compromise confidentiality, integrity, and availability of the system.",SAP S/4HANA,0.001040000,0.432910000,D,Improper Input Sanitization,both,2021
CVE-2021-38163,Priority 1+,0.92569,8.8,CVSS 3.1,HIGH,True,VULNCHECK,cpe:2.3:a:sap:netweaver:7.30:*:*:*:*:*:*:*,sap,netweaver,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"SAP NetWeaver (Visual Composer 7.0 RT) versions - 7.30, 7.31, 7.40, 7.50, without restriction, an attacker authenticated as a non-administrative user can upload a malicious file over a network and trigger its processing, which is capable of running operating system commands with the privilege of the Java Server process. These commands can be used to read or modify any information on the server or shut the server down making it unavailable.

",SAP NetWeaver (Visual Composer 7.0 RT),0.925690000,0.990660000,A+,Unrestricted File Upload,both,2021
CVE-2021-37531,Priority 2,0.00789,8.8,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:netweaver_knowledge_management_xml_forms:7.10:*:*:*:*:*:*:*,sap,netweaver_knowledge_management_xml_forms,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"SAP NetWeaver Knowledge Management XML Forms versions - 7.10, 7.11, 7.30, 7.31, 7.40, 7.50, contains an XSLT vulnerability which allows a non-administrative authenticated attacker to craft a malicious XSL stylesheet file containing a script with OS-level commands, copy it into a location to be accessed by the system and then create a file which will trigger the XSLT engine to execute the script contained within the malicious XSL file. This can result in a full compromise of the confidentiality, integrity, and availability of the system.",SAP NetWeaver Knowledge Management XML Forms,0.007890000,0.818860000,D,Code Injection,both,2021
CVE-2021-37535,Priority 2,0.00249,9.8,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_java:7.11:*:*:*:*:*:*:*,sap,netweaver_application_server_java,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"SAP NetWeaver Application Server Java (JMS Connector Service) - versions 7.11, 7.20, 7.30, 7.31, 7.40, 7.50, does not perform necessary authorization checks for user privileges.",SAP NetWeaver Application Server Java (JMS Connector Service),0.002490000,0.655010000,D,Missing Authorization Check,both,2021
CVE-2021-33672,Priority 2,0.0022,9.6,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:contact_center:700:*:*:*:*:*:*:*,sap,contact_center,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,"Due to missing encoding in SAP Contact Center's Communication Desktop component- version 700, an attacker could send malicious script in chat message. When the message is accepted by the chat recipient, the script gets executed in their scope. Due to the usage of ActiveX in the application, the attacker can further execute operating system level commands in the chat recipient's scope. This could lead to a complete compromise of their confidentiality, integrity, and could temporarily impact their availability.",SAP Contact Center,0.002200000,0.604150000,D,OS Command Injection,both,2021
CVE-2021-33674,Priority 2,0.00096,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:contact_center:700:*:*:*:*:*:*:*,sap,contact_center,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"Under certain conditions, SAP Contact Center - version 700, does not sufficiently encode user-controlled inputs. This allows an attacker to exploit a Reflected Cross-Site Scripting (XSS) vulnerability when creating a new email and to execute arbitrary code on the victim's browser.",SAP Contact Center,0.000960000,0.409080000,D,Cross-Site Scripting,both,2021
CVE-2021-33675,Priority 2,0.00096,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:contact_center:700:*:*:*:*:*:*:*,sap,contact_center,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"Under certain conditions, SAP Contact Center - version 700, does not sufficiently encode user-controlled inputs. This allows an attacker to exploit a Reflected Cross-Site Scripting (XSS) vulnerability through phishing and to execute arbitrary code on the victim's browser.",SAP Contact Center,0.000960000,0.409080000,D,Cross-Site Scripting,both,2021
CVE-2021-33673,Priority 2,0.00096,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:contact_center:700:*:*:*:*:*:*:*,sap,contact_center,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"Under certain conditions, SAP Contact Center - version 700,does not sufficiently encode user-controlled inputs and persists in them. This allows an attacker to exploit a Stored Cross-Site Scripting (XSS) vulnerability when a user browses through the employee directory and to execute arbitrary code on the victim's browser. Due to the usage of ActiveX in the application, the attacker can further execute operating system level commands.",SAP Contact Center,0.000960000,0.409080000,D,OS Command Injection,both,2021
CVE-2021-38177,Priority 2,0.02502,7.5,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:commoncryptolib:*:*:*:*:*:*:*:*,sap,commoncryptolib,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"SAP CommonCryptoLib version 8.5.38 or lower is vulnerable to null pointer dereference vulnerability when an unauthenticated attacker sends crafted malicious data in the HTTP requests over the network, this causes the SAP application to crash and has high impact on the availability of the SAP system.",SAP CommonCryptoLib,0.025020000,0.903430000,D,Null Pointer Dereference,both,2021
CVE-2021-33685,Priority 2,0.00122,6.5,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,SAP Business One version - 10.0 allows low-level authorized attacker to traverse the file system to access files or directories that are outside of the restricted directory. A successful attack allows access to high level sensitive data,SAP Business One,0.001220000,0.473920000,D,Directory/Path Traversal,both,2021
CVE-2021-38162,Priority 2,0.04301,9.4,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:web_dispatcher:7.22ext:*:*:*:*:*:*:*,sap,web_dispatcher,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,"SAP Web Dispatcher versions - 7.49, 7.53, 7.77, 7.81, KRNL64NUC - 7.22, 7.22EXT, 7.49, KRNL64UC -7.22, 7.22EXT, 7.49, 7.53, KERNEL - 7.22, 7.49, 7.53, 7.77, 7.81, 7.83 processes allow an unauthenticated attacker to submit a malicious crafted request over a network to a front-end server which may, over several attempts, result in a back-end server confusing the boundaries of malicious and legitimate messages. This can result in the back-end server executing a malicious payload which can be used to read or modify any information on the server or consume server resources making it temporarily unavailable.

",SAP Web Dispatcher,0.043010000,0.924920000,B,CWE-444,both,2021
CVE-2021-38150,Priority 2,0.00166,6.5,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:business_client:7.0:*:*:*:*:*:*:*,sap,business_client,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,"When an attacker manages to get access to the local memory, or the memory dump of a victim, for example by a social engineering attack, SAP Business Client versions - 7.0, 7.70, will allow him to read extremely sensitive data, such as credentials. This would allow the attacker to compromise the corresponding backend for which the credentials are valid.",SAP Business Client,0.001660000,0.539950000,D,Information Disclosure,both,2021
CVE-2021-38175,Priority 2,0.00065,6.5,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:analysis_for_microsoft_office:2.8:*:*:*:*:*:*:*,sap,analysis_for_microsoft_office,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,"SAP Analysis for Microsoft Office - version 2.8, allows an attacker with high privileges to read sensitive data over the network, and gather or change information in the current system without user interaction. The attack would not lead to an impact on the availability of the system, but there would be an impact on integrity and confidentiality.",SAP Analysis for Microsoft Office,0.000650000,0.291420000,D,Information Disclosure,both,2021
CVE-2021-38164,Priority 4,0.00054,5.4,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:erp_financial_accounting:100:*:*:*:*:*:*:*,sap,erp_financial_accounting,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"SAP ERP Financial Accounting (RFOPENPOSTING_FR) versions - SAP_APPL - 600, 602, 603, 604, 605, 606, 616, SAP_FIN - 617, 618, 700, 720, 730, SAPSCORE - 125, S4CORE, 100, 101, 102, 103, 104, 105, allows a registered attacker to invoke certain functions that would otherwise be restricted to specific users. These functions are normally exposed over the network and once exploited the attacker may be able to view and modify financial accounting data that only a specific user should have access to.",SAP ERP Financial Accounting (RFOPENPOSTING_FR),0.000540000,0.234870000,D,CWE-862,both,2021
CVE-2021-33686,Priority 4,0.0009,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"Under certain conditions, SAP Business One version - 10.0, allows an unauthorized attacker to get access to some encrypted sensitive information, but does not have control over kind or degree.",SAP Business One,0.000900000,0.392980000,D,Information Disclosure,both,2021
CVE-2021-33679,Priority 4,0.00054,5.4,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence_platform:420:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence_platform,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,"The SAP BusinessObjects BI Platform version - 420 allows an attacker, who has basic access to the application, to inject a malicious script while creating a new module document, file, or folder. When another user visits that page, the stored malicious script will execute in their session, hence allowing the attacker to compromise their confidentiality and integrity.",SAP BusinessObjects Business Intelligence Platform (BI Workspace),0.000540000,0.234870000,D,Cross-Site Scripting,both,2021
CVE-2021-21489,Priority 4,0.00054,4.8,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_enterprise_portal:7.10:*:*:*:*:*:*:*,sap,netweaver_enterprise_portal,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,"SAP NetWeaver Enterprise Portal versions - 7.10, 7.11, 7.20, 7.30, 7.31, 7.40, 7.50, does not sufficiently encode user related data, resulting in Stored Cross-Site Scripting (XSS) vulnerability. This would allow an attacker with administrative privileges to store a malicious script on the portal. The execution of the script content by a victim registered on the portal could compromise the confidentiality and integrity of portal content.",SAP NetWeaver Enterprise Portal,0.000540000,0.224810000,D,Cross-Site Scripting,both,2021
CVE-2021-33688,Priority 4,0.00054,4.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"SAP Business One allows an attacker with business privileges to execute crafted database queries, exposing the back-end database. Due to framework restrictions, only some information can be obtained.",SAP Business One,0.000540000,0.234870000,D,SQL Injection,both,2021
CVE-2021-37532,Priority 4,0.00083,4.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"SAP Business One version - 10, due to improper input validation, allows an authenticated User to gain access to directory and view the contents of index in the directory, which would otherwise be restricted to high privileged User.",SAP Business One,0.000830000,0.360350000,D,CWE-22,both,2021
CVE-2021-38174,Priority 2,0.00109,6.5,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:3d_visual_enterprise_viewer:9:*:*:*:*:*:*:*,sap,3d_visual_enterprise_viewer,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,"When a user opens manipulated files received from untrusted sources in SAP 3D Visual Enterprise Viewer version - 9, the application crashes and becomes temporarily unavailable to the user until restart of the application.",SAP 3D Visual Enterprise Viewer,0.001090000,0.445730000,D,Improper Input Validation,both,2021
CVE-2020-10683,Priority 2,0.00655,9.8,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:dom4j_project:dom4j:*:*:*:*:*:*:*:*,dom4j_project,dom4j,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"dom4j before 2.0.3 and 2.1.x before 2.1.3 allows external DTDs and External Entities by default, which might enable XXE attacks. However, there is popular external documentation from OWASP showing how to enable the safe, non-default behavior in any application that uses dom4j.",n/a,0.006550000,0.798970000,D,n/a,both,2021
CVE-2021-23926,Priority 2,0.00372,9.1,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:apache:xmlbeans:*:*:*:*:*:*:*:*,apache,xmlbeans,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,The XML parsers used by XMLBeans up to version 2.6.0 did not set the properties needed to protect the user from malicious XML input. Vulnerabilities include possibilities for XML Entity Expansion attacks. Affects XMLBeans up to and including v2.6.0.,Apache XMLBeans,0.003720000,0.731430000,D,Information Disclosure,both,2021
CVE-2021-38178,Priority 2,0.00104,8.8,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:netweaver_abap:700:*:*:*:*:*:*:*,sap,netweaver_abap,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"The software logistics system of SAP NetWeaver AS ABAP and ABAP Platform versions - 700, 701, 702, 710, 730, 731, 740, 750, 751, 752, 753, 754, 755, 756, enables a malicious user to transfer ABAP code artifacts or content, by-passing the established quality gates. By this vulnerability malicious code can reach quality and production, and can compromise the confidentiality, integrity, and availability of the system and its data.",SAP NetWeaver AS ABAP and ABAP Platform,0.001040000,0.432910000,D,Improper Authorization,both,2021
CVE-2021-40498,Priority 4,0.00044,5.5,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:successfactors_mobile:*:*:*:*:*:android:*:*,sap,successfactors_mobile,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"A vulnerability has been identified in SAP SuccessFactors Mobile Application for Android - versions older than 2108, which allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service, which can lead to denial of service. The vulnerability is related to Android implementation methods that are widely used across Android mobile applications, and such methods are embedded into the SAP SuccessFactors mobile application. These Android methods begin executing once the user accesses their profile on the mobile application. While executing, it can also pick up the activities from other Android applications that are running in the background of the users device and are using the same types of methods in the application. Such vulnerability can also lead to phishing attacks that can be used for staging other types of attacks.",SAP SuccessFactors Mobile Application (for Android devices),0.000440000,0.132380000,D,Denial of Service,both,2021
CVE-2021-38179,Priority 4,0.00065,4.9,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,Debug function of Admin UI of SAP Business One Integration is enabled by default. This allows Admin User to see the captured packet contents which may include User credentials.,SAP Business One,0.000650000,0.291420000,D,Information Disclosure,both,2021
CVE-2021-40500,Priority 2,0.00178,7.5,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence_platform:4.20:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence_platform,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"SAP BusinessObjects Business Intelligence Platform (Crystal Reports) - versions 420, 430, allows an unauthenticated attacker to exploit missing XML validations at endpoints to read sensitive data. These endpoints are normally exposed over the network and successful exploitation can enable the attacker to retrieve arbitrary files from the server.",SAP BusinessObjects Business Intelligence Platform (Crystal Reports),0.001780000,0.556160000,D,CWE-611,both,2021
CVE-2021-38180,Priority 2,0.00284,9.8,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"SAP Business One - version 10.0, allows an attacker to inject formulas when exporting data to Excel (CSV injection) due to improper sanitation during the data export. An attacker could thereby execute arbitrary commands on the victim's computer but only if the victim allows to execute macros while opening the file and the security settings of Excel allow for command execution.

",SAP Business One,0.002840000,0.691750000,D,CWE-1236,both,2021
CVE-2021-40499,Priority 2,0.00628,9.8,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_abap:7.70:*:*:*:*:*:*:*,sap,netweaver_application_server_abap,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"Client-side printing services SAP Cloud Print Manager and SAPSprint for SAP NetWeaver Application Server for ABAP - versions 7.70, 7.70 PI, 7.70 BYD, allow an attacker to inject code that can be executed by the application. An attacker could thereby control the behavior of the application.",SAP NetWeaver Application Server for ABAP (SAP Cloud Print Manager and SAPSprint),0.006280000,0.793770000,D,Code Injection,both,2021
CVE-2021-38181,Priority 2,0.00116,7.5,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:netweaver_abap:700:*:*:*:*:*:*:*,sap,netweaver_abap,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"SAP NetWeaver AS ABAP and ABAP Platform - versions 700, 701, 702, 730, 731, 740, 750, 751, 752, 753, 754, 755, 756, allows an attacker to prevent legitimate users from accessing a service, either by crashing or flooding the service.",SAP NetWeaver AS ABAP and ABAP Platform,0.001160000,0.461940000,D,Denial of Service,both,2021
CVE-2020-11023,Priority 1+,0.02302,6.1,CVSS 3.1,MEDIUM,True,VULNCHECK,cpe:2.3:a:jquery:jquery:*:*:*:*:*:*:*:*,jquery,jquery,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",jQuery,0.023020000,0.899080000,A+,CWE-79,both,2021
CVE-2021-38183,Priority 2,0.00084,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver:700:*:*:*:*:*:*:*,sap,netweaver,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"SAP NetWeaver - versions 700, 701, 702, 730, does not sufficiently encode user-controlled inputs, allowing an attacker to cause a potential victim to supply a malicious content to a vulnerable web application, which is then reflected to the victim and executed by the web browser, resulting in Cross-Site Scripting vulnerability.",SAP NetWeaver,0.000840000,0.367300000,D,Cross Site Scripting,both,2021
CVE-2021-40495,Priority 4,0.00104,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_abap:740:*:*:*:*:*:*:*,sap,netweaver_abap,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"There are multiple Denial-of Service vulnerabilities in SAP NetWeaver Application Server for ABAP and ABAP Platform - versions 740, 750, 751, 752, 753, 754, 755. An unauthorized attacker can use the public SICF service /sap/public/bc/abap to reduce the performance of SAP NetWeaver Application Server ABAP and ABAP Platform.",SAP NetWeaver AS ABAP and ABAP Platform,0.001040000,0.430810000,D,Denial of Service,both,2021
CVE-2021-40497,Priority 4,0.0009,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:businessobjects_analysis:420:*:*:*:*:*:*:*,sap,businessobjects_analysis,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"SAP BusinessObjects Analysis (edition for OLAP) - versions 420, 430, allows an attacker to exploit certain application endpoints to read sensitive data. These endpoints are normally exposed over the network and successful exploitation could lead to exposure of some system specific data like its version.","SAP BusinessObjects Analysis, (edition for OLAP)",0.000900000,0.392980000,D,Information Disclosure,both,2021
CVE-2021-40501,Priority 2,0.00065,8.1,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:abap_platform_kernel:7.77:*:*:*:*:*:*:*,sap,abap_platform_kernel,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"SAP ABAP Platform Kernel - versions 7.77, 7.81, 7.85, 7.86, does not perform necessary authorization checks for an authenticated business user, resulting in escalation of privileges. That means this business user is able to read and modify data beyond the vulnerable system. However, the attacker can neither significantly reduce the performance of the system nor stop the system.",SAP ABAP Platform Kernel,0.000650000,0.291420000,D,CWE-862,both,2021
